id,file_path,coded_true_label,true_label,subset,prediction,query_file_path,top_label_1,top_label_2,top_path_1,top_path_2,top_cosine_1,top_cosine_2
2374,data/affectnet/human_annotated/validation_set/images/2374.jpg,0,neutral,0.0,neutral,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/affectnet/human_annotated/validation_set/images/2374.jpg,neutral,neutral,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/affectnet/human_annotated/train_set/images/180112.jpg,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/affectnet/human_annotated/train_set/images/94608.jpg,0.9894945025444031,0.9827561974525452
1135,data/affectnet/human_annotated/validation_set/images/1135.jpg,6,angry,1.0,angry,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/affectnet/human_annotated/validation_set/images/1135.jpg,angry,angry,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/affectnet/human_annotated/train_set/images/39666.jpg,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/affectnet/human_annotated/train_set/images/250525.jpg,0.9966015815734863,0.9922292828559875
2777,data/affectnet/human_annotated/validation_set/images/2777.jpg,6,angry,1.0,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/affectnet/human_annotated/validation_set/images/2777.jpg,angry,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/affectnet/human_annotated/train_set/images/313343.jpg,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/affectnet/human_annotated/train_set/images/283381.jpg,0.9805824756622314,0.9713975191116333
3780,data/affectnet/human_annotated/validation_set/images/3780.jpg,7,contempt,1.0,neutral,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/affectnet/human_annotated/validation_set/images/3780.jpg,happy,neutral,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/affectnet/human_annotated/train_set/images/244823.jpg,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/affectnet/human_annotated/train_set/images/95789.jpg,0.9936580657958984,0.9886020421981812
4719,data/affectnet/human_annotated/validation_set/images/4719.jpg,1,happy,0.0,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/affectnet/human_annotated/validation_set/images/4719.jpg,happy,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/affectnet/human_annotated/train_set/images/152109.jpg,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/affectnet/human_annotated/train_set/images/334418.jpg,0.997723400592804,0.9976603388786316
2541,data/affectnet/human_annotated/validation_set/images/2541.jpg,4,fear,2.0,surprise,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/affectnet/human_annotated/validation_set/images/2541.jpg,angry,angry,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/affectnet/human_annotated/train_set/images/221797.jpg,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/affectnet/human_annotated/train_set/images/88879.jpg,0.997524619102478,0.9949718713760376
1302,data/affectnet/human_annotated/validation_set/images/1302.jpg,6,angry,1.0,angry,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/affectnet/human_annotated/validation_set/images/1302.jpg,disgust,angry,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/affectnet/human_annotated/train_set/images/287909.jpg,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/affectnet/human_annotated/train_set/images/290876.jpg,0.9939244985580444,0.9934385418891907
2944,data/affectnet/human_annotated/validation_set/images/2944.jpg,2,sad,2.0,surprise,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/affectnet/human_annotated/validation_set/images/2944.jpg,neutral,surprise,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/affectnet/human_annotated/train_set/images/3804.jpg,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/affectnet/human_annotated/train_set/images/332076.jpg,0.9893076419830322,0.9866935610771179
5042,data/affectnet/human_annotated/validation_set/images/5042.jpg,5,disgust,1.0,neutral,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/affectnet/human_annotated/validation_set/images/5042.jpg,neutral,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/affectnet/human_annotated/train_set/images/407859.jpg,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/affectnet/human_annotated/train_set/images/59846.jpg,0.9852468371391296,0.9798099398612976
456,data/affectnet/human_annotated/validation_set/images/456.jpg,1,happy,0.0,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/affectnet/human_annotated/validation_set/images/456.jpg,happy,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/affectnet/human_annotated/train_set/images/246505.jpg,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/affectnet/human_annotated/train_set/images/391693.jpg,0.9959182143211365,0.9958423972129822
593,data/affectnet/human_annotated/validation_set/images/593.jpg,0,neutral,0.0,neutral,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/affectnet/human_annotated/validation_set/images/593.jpg,neutral,neutral,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/affectnet/human_annotated/train_set/images/97368.jpg,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/affectnet/human_annotated/train_set/images/281740.jpg,0.9962930083274841,0.9945821762084961
1705,data/affectnet/human_annotated/validation_set/images/1705.jpg,5,disgust,2.0,neutral,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/affectnet/human_annotated/validation_set/images/1705.jpg,neutral,neutral,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/affectnet/human_annotated/train_set/images/313383.jpg,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/affectnet/human_annotated/train_set/images/158294.jpg,0.9794565439224243,0.9767031669616699
